,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold,HasGarage,GarageYearDiff,IsRemod,RemodYearDiff,SalePrice
294,1644,0,None,3,1Fam,TA,No,1285.0,0.0,GLQ,Unf,1.0,0.0,TA,131.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,2,CBlock,1,Typ,418.0,2.0,TA,Fin,TA,Attchd,1644,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,20,RL,238.0,Stone,None,10,NAmes,0,5,6,Y,Hip,Normal,WD,0,7,1416.0,110,1953,2009,1,0.0,0,0,167000
295,1003,0,None,3,1Fam,TA,Av,819.0,0.0,GLQ,Unf,1.0,0.0,TA,184.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,None,0,CBlock,1,Typ,588.0,2.0,TA,Unf,TA,Detchd,1003,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,7937,CulDSac,37.0,IR1,80,RL,0.0,None,None,3,Mitchel,0,6,6,Y,Gable,Normal,WD,0,6,1003.0,120,1984,2006,1,0.0,0,0,142500
296,910,648,None,4,1Fam,TA,No,420.0,0.0,BLQ,Unf,0.0,0.0,TA,490.0,Y,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,None,0,CBlock,1,Typ,282.0,1.0,TA,Unf,TA,Attchd,1558,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,13710,Inside,75.0,Reg,50,RM,0.0,None,None,6,IDOTRR,0,5,5,Y,Gable,Normal,WD,0,6,910.0,289,1950,2007,1,0.0,0,0,152000
297,975,975,Pave,3,1Fam,TA,No,649.0,0.0,BLQ,Unf,0.0,0.0,Gd,326.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,576.0,2.0,TA,RFn,TA,Detchd,1950,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7399,Inside,66.0,IR1,60,FV,1600.0,BrkFace,None,6,Somerst,10,5,7,Y,Hip,Normal,WD,198,7,975.0,0,1997,2007,1,0.0,1,1,239000
298,1041,702,None,3,1Fam,TA,No,384.0,175.0,ALQ,Rec,0.0,1.0,TA,143.0,Y,Norm,SBrkr,0,TA,Gd,HdBoard,AsphShn,None,Gd,1,CBlock,1,Typ,539.0,2.0,TA,Unf,TA,Attchd,1743,2,GasA,Gd,2Story,1,TA,Lvl,Gtl,11700,Inside,90.0,Reg,60,RL,365.0,BrkFace,None,6,NWAmes,0,6,6,Y,Mansard,Normal,WD,0,7,702.0,224,1968,2007,1,0.0,0,0,175000
299,1152,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,1.0,TA,1092.0,Y,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,GdPrv,Gd,1,CBlock,1,Typ,300.0,1.0,TA,Unf,TA,Attchd,1152,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14000,Inside,80.0,Reg,20,RL,0.0,None,None,8,Crawfor,36,8,6,Y,Gable,Family,WD,0,6,1092.0,0,1950,2009,1,0.0,1,54,158500
300,1336,0,None,2,2fmCon,TA,Mn,841.0,0.0,BLQ,Unf,1.0,0.0,TA,324.0,Y,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,2,CBlock,1,Typ,375.0,1.0,TA,Unf,TA,Attchd,1336,0,GasA,TA,1Story,1,TA,Lvl,Gtl,15750,Corner,90.0,Reg,190,RL,56.0,BrkFace,None,6,Crawfor,0,5,5,Y,Hip,Normal,WD,0,5,1165.0,0,1953,2006,1,0.0,0,0,157000
301,1210,1242,None,4,1Fam,TA,No,281.0,0.0,GLQ,Unf,0.0,0.0,Gd,747.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,683.0,2.0,TA,Fin,TA,BuiltIn,2452,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16226,Inside,66.0,IR3,60,RL,0.0,None,None,5,CollgCr,50,5,8,Y,Gable,Normal,WD,0,9,1028.0,208,1998,2007,1,0.0,1,1,267000
302,1541,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1541.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,843.0,3.0,TA,RFn,TA,Attchd,1541,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13704,Corner,118.0,IR1,20,RL,150.0,BrkFace,None,1,CollgCr,81,5,7,Y,Gable,Normal,WD,0,6,1541.0,468,2001,2006,1,0.0,1,1,205000
303,894,0,None,3,1Fam,TA,No,894.0,0.0,ALQ,Unf,1.0,0.0,TA,0.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdWo,None,0,PConc,1,Typ,552.0,2.0,TA,Unf,TA,Attchd,894,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9800,Corner,70.0,Reg,20,RL,0.0,None,None,7,CollgCr,0,7,5,Y,Gable,Abnorml,WD,0,5,894.0,256,1972,2006,1,3.0,0,0,149900
304,1675,1818,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1470.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,Ex,1,BrkTil,3,Typ,870.0,3.0,TA,Unf,TA,Attchd,3493,0,GasA,Ex,2.5Fin,1,Gd,Lvl,Gtl,18386,Inside,87.0,Reg,75,RM,0.0,None,None,5,OldTown,0,9,7,Y,Gable,Normal,WD,0,10,1470.0,302,1880,2008,1,123.0,1,122,295000
305,2000,0,None,3,1Fam,TA,No,1464.0,0.0,GLQ,Unf,1.0,0.0,Gd,536.0,Y,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,None,0,PConc,2,Typ,888.0,3.0,TA,Fin,TA,Attchd,2000,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10386,Inside,80.0,Reg,20,RL,246.0,Stone,None,7,CollgCr,0,5,8,Y,Gable,Normal,WD,0,8,2000.0,168,2004,2007,1,0.0,1,1,305900
306,1122,1121,None,4,1Fam,TA,No,700.0,0.0,ALQ,Unf,1.0,0.0,Gd,0.0,Y,Feedr,SBrkr,224,TA,Gd,HdBoard,Plywood,None,TA,1,CBlock,2,Typ,746.0,3.0,TA,RFn,TA,Attchd,2243,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,13474,Inside,116.0,Reg,60,RL,246.0,BrkFace,None,6,SawyerW,44,5,7,Y,Gable,Normal,WD,0,8,700.0,127,1990,2007,1,0.0,1,1,225000
307,1035,371,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,319.0,Y,Artery,FuseA,0,Fa,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,0.0,0.0,None,None,None,None,1406,0,GasA,TA,1.5Fin,1,Fa,Lvl,Gtl,7920,Inside,68.0,IR1,50,RM,0.0,None,None,3,IDOTRR,144,7,6,N,Gable,Normal,WD,0,6,319.0,0,1920,2008,0,0.0,1,30,89500
308,861,0,None,1,1Fam,TA,No,262.0,0.0,BLQ,Unf,0.0,0.0,TA,599.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,539.0,2.0,TA,Unf,TA,Detchd,861,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,12342,Inside,68.0,IR1,30,RL,0.0,None,None,3,Edwards,0,5,4,Y,Gable,Normal,WD,0,4,861.0,158,1940,2009,1,21.0,1,10,82500
309,1944,0,None,3,1Fam,TA,Gd,1274.0,0.0,GLQ,Unf,1.0,0.0,Ex,622.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Ex,3,PConc,2,Typ,708.0,3.0,TA,Fin,TA,Attchd,1944,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12378,Inside,90.0,IR1,20,RL,0.0,None,None,11,NridgHt,175,5,9,Y,Gable,Normal,WD,0,8,1896.0,208,2003,2006,1,0.0,1,1,360000
310,697,804,None,3,1Fam,TA,No,518.0,0.0,ALQ,Unf,0.0,0.0,Gd,179.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,420.0,2.0,TA,Fin,TA,Attchd,1501,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,7685,Inside,68.0,IR1,60,RL,112.0,BrkFace,None,5,Gilbert,63,5,6,Y,Gable,Normal,WD,0,6,697.0,190,1993,2006,1,0.0,1,1,165600
311,972,0,None,2,1Fam,TA,No,680.0,0.0,ALQ,Unf,1.0,0.0,TA,292.0,Y,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,Gd,1,CBlock,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,972,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8000,Inside,50.0,Reg,20,RL,0.0,None,None,5,NAmes,0,6,6,Y,Gable,Normal,WD,0,5,972.0,0,1948,2009,1,0.0,1,54,132000
312,793,325,None,3,2fmCon,TA,Mn,507.0,0.0,Rec,Unf,1.0,0.0,Gd,286.0,Y,Artery,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,410.0,2.0,TA,Unf,TA,Detchd,1118,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,7800,Inside,65.0,Reg,190,RM,0.0,None,None,5,OldTown,0,7,5,Y,Gable,Normal,WD,271,5,793.0,0,1939,2006,1,0.0,1,11,119900
313,2036,0,None,3,1Fam,TA,Gd,1236.0,820.0,ALQ,Rec,2.0,0.0,Gd,80.0,Y,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,None,Gd,2,CBlock,2,Typ,513.0,2.0,TA,RFn,TA,Attchd,2036,0,GasW,TA,1Story,1,TA,Low,Sev,215245,Inside,150.0,IR3,20,RL,0.0,None,None,6,Timber,0,5,7,Y,Hip,Normal,WD,0,8,2136.0,0,1965,2009,1,0.0,0,0,375000
314,832,809,Grvl,3,1Fam,Gd,No,16.0,0.0,LwQ,Unf,0.0,1.0,TA,712.0,Y,Norm,SBrkr,234,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,1,Typ,546.0,2.0,TA,Unf,Fa,Detchd,1641,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9600,Inside,60.0,Reg,70,RM,0.0,None,None,8,OldTown,0,7,7,Y,Gable,Normal,WD,0,6,728.0,0,1925,2006,1,0.0,1,65,178000
315,716,716,None,3,1Fam,TA,No,425.0,0.0,GLQ,Unf,1.0,0.0,Gd,291.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,432.0,2.0,TA,Fin,TA,Attchd,1432,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7795,Inside,71.0,IR1,60,RL,0.0,None,None,7,Gilbert,51,5,7,Y,Gable,Normal,WD,0,6,716.0,100,2004,2009,1,0.0,1,1,188500
316,1153,1200,None,4,1Fam,TA,No,692.0,0.0,GLQ,Unf,1.0,0.0,Gd,153.0,Y,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,GdPrv,TA,1,CBlock,2,Typ,484.0,2.0,TA,RFn,TA,Attchd,2353,1,GasA,TA,2Story,1,Ex,Lvl,Gtl,13005,Corner,94.0,IR1,60,RL,278.0,BrkFace,None,8,NWAmes,195,7,7,Y,Gable,Normal,WD,0,10,845.0,288,1980,2009,1,3.0,0,0,260000
317,1088,871,None,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1088.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,1025.0,3.0,TA,RFn,TA,Attchd,1959,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9000,Inside,75.0,Reg,60,FV,0.0,None,None,12,Somerst,46,5,8,Y,Gable,Normal,WD,0,8,1088.0,208,2006,2007,1,0.0,0,0,270000
318,1372,1274,None,4,1Fam,TA,Gd,987.0,0.0,GLQ,Unf,1.0,0.0,Gd,360.0,Y,Norm,SBrkr,144,TA,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,656.0,3.0,TA,RFn,TA,Attchd,2646,1,GasA,Ex,2Story,1,Gd,Low,Mod,9900,Inside,90.0,Reg,60,RL,256.0,BrkFace,None,4,NoRidge,60,5,7,Y,Gable,Normal,WD,0,9,1347.0,340,1993,2009,1,0.0,0,0,260000
319,1472,0,None,3,1Fam,TA,Av,1036.0,0.0,GLQ,Unf,1.0,0.0,Gd,336.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,CBlock,2,Typ,588.0,2.0,TA,Unf,TA,Attchd,1472,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,14115,Inside,68.0,Reg,80,RL,225.0,BrkFace,None,6,NWAmes,48,5,7,Y,Gable,Normal,WD,0,6,1372.0,233,1980,2009,1,0.0,0,0,187500
320,1249,1347,None,4,1Fam,Gd,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1249.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,3,Typ,840.0,3.0,TA,RFn,TA,Attchd,2596,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16259,Corner,111.0,Reg,60,RL,370.0,Stone,None,9,NridgHt,154,5,9,Y,Gable,Partial,New,0,9,1249.0,240,2006,2006,1,0.0,0,0,342643
321,1136,1332,None,4,1Fam,TA,Av,970.0,0.0,GLQ,Unf,1.0,0.0,Ex,166.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,872.0,3.0,TA,Fin,TA,BuiltIn,2468,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12099,Inside,99.0,IR1,60,RL,388.0,BrkFace,None,6,NridgHt,154,5,8,Y,Gable,Normal,WD,0,10,1136.0,184,2004,2007,1,0.0,0,0,354000
322,1553,1177,None,4,1Fam,TA,Gd,28.0,1474.0,LwQ,ALQ,1.0,0.0,TA,0.0,Y,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,MnPrv,TA,1,CBlock,2,Typ,576.0,2.0,TA,Fin,TA,Attchd,2730,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10380,Inside,86.0,IR1,60,RL,172.0,BrkFace,None,8,SawyerW,96,5,7,Y,Gable,Normal,WD,0,8,1502.0,201,1986,2007,1,1.0,1,1,301000
323,1163,0,None,3,1Fam,TA,No,256.0,0.0,ALQ,Unf,1.0,0.0,TA,906.0,Y,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,220.0,1.0,TA,Unf,Fa,Attchd,1163,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,5820,Inside,49.0,Reg,20,RM,0.0,None,None,7,OldTown,98,8,3,Y,Gable,Normal,WD,0,6,1162.0,142,1955,2006,1,0.0,1,50,126175
324,1898,1080,None,5,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,710.0,Y,PosN,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,None,Gd,1,CBlock,2,Typ,564.0,2.0,TA,Fin,TA,BuiltIn,2978,1,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,11275,Corner,96.0,Reg,80,RL,300.0,BrkFace,None,6,NAmes,0,7,7,Y,Mansard,Normal,WD,0,11,710.0,240,1967,2010,1,0.0,1,40,242000
325,803,0,None,2,1Fam,TA,Av,116.0,0.0,BLQ,Unf,0.0,0.0,TA,604.0,N,RRAe,FuseF,244,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,360.0,2.0,TA,Unf,TA,Detchd,803,0,GasA,Po,1.5Unf,1,TA,Lvl,Gtl,5000,Inside,50.0,Reg,45,RM,0.0,None,None,12,IDOTRR,0,6,5,Y,Gable,Normal,WD,0,5,720.0,0,1941,2007,1,0.0,1,9,87000
326,1719,0,None,1,TwnhsE,TA,Gd,1619.0,0.0,GLQ,Unf,2.0,0.0,Gd,100.0,Y,Norm,SBrkr,0,TA,Gd,BrkFace,BrkFace,None,Gd,2,PConc,1,Typ,473.0,2.0,TA,Fin,TA,Attchd,1719,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10846,CulDSac,32.0,IR1,120,RL,0.0,None,None,5,Veenker,30,5,8,Y,Gable,Normal,Con,0,6,1719.0,122,1993,2008,1,0.0,0,0,324000
327,1383,0,None,3,1Fam,TA,No,565.0,0.0,Rec,Unf,0.0,0.0,TA,818.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,292.0,1.0,TA,RFn,TA,Attchd,1383,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11600,Inside,80.0,Reg,20,RL,175.0,BrkFace,None,4,NAmes,45,5,6,Y,Hip,Normal,WD,0,7,1383.0,0,1960,2006,1,0.0,0,0,145250
328,1445,689,Pave,5,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,844.0,N,PosN,FuseA,268,TA,TA,Wd Sdng,Wd Shng,None,None,0,BrkTil,2,Typ,441.0,2.0,TA,Unf,TA,Detchd,2134,0,GasA,Gd,2.5Unf,1,Gd,Bnk,Gtl,11888,Inside,68.0,IR1,75,RL,0.0,None,None,7,BrkSide,60,6,6,Y,Gable,Normal,WD,0,10,844.0,0,1916,2009,1,14.0,1,78,214500
329,596,596,None,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,596.0,N,Norm,SBrkr,137,TA,TA,Wd Sdng,Wd Shng,GdWo,None,0,PConc,1,Typ,189.0,1.0,Fa,Unf,Fa,Detchd,1192,0,GasA,TA,2Story,1,TA,Lvl,Gtl,6402,Corner,60.0,Reg,70,RM,0.0,None,None,7,IDOTRR,0,5,5,N,Gable,Normal,WD,0,6,596.0,0,1920,2009,1,0.0,1,30,78000
330,1728,0,None,6,Duplex,TA,No,40.0,264.0,GLQ,Rec,0.0,1.0,TA,1424.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,352.0,1.0,TA,Unf,TA,Detchd,1728,0,GasA,TA,1Story,2,TA,Lvl,Gtl,10624,Inside,68.0,IR1,90,RL,84.0,BrkFace,None,11,NAmes,0,4,5,Y,Gable,Normal,WD,0,10,1728.0,155,1964,2007,1,38.0,0,0,119000
331,1056,0,None,3,1Fam,TA,No,846.0,0.0,Rec,Unf,1.0,0.0,TA,210.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,308.0,1.0,TA,RFn,TA,Attchd,1056,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,8176,Inside,70.0,Reg,20,RL,0.0,None,None,8,NAmes,0,6,5,Y,Gable,Normal,WD,0,6,1056.0,0,1958,2007,1,0.0,1,34,139000
332,1629,0,None,3,1Fam,TA,No,1124.0,479.0,GLQ,Unf,1.0,0.0,Gd,1603.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,880.0,3.0,TA,RFn,TA,Attchd,1629,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10655,Inside,85.0,IR1,20,RL,296.0,BrkFace,None,10,NridgHt,0,5,8,Y,Gable,Normal,WD,0,7,3206.0,0,2003,2009,1,0.0,1,1,284000
333,1358,0,None,2,TwnhsE,TA,Av,720.0,0.0,GLQ,Unf,1.0,0.0,Gd,638.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,484.0,2.0,TA,RFn,TA,Attchd,1358,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8198,FR3,59.0,Reg,120,RM,146.0,Stone,None,7,NridgHt,30,5,7,Y,Gable,Normal,WD,0,6,1358.0,192,2004,2008,1,0.0,0,0,207000
334,943,695,None,3,1Fam,TA,Gd,828.0,0.0,GLQ,Unf,1.0,0.0,Gd,115.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,2,PConc,2,Typ,472.0,2.0,TA,Fin,TA,Attchd,1638,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9042,Inside,59.0,IR1,60,RL,0.0,None,None,7,Gilbert,38,5,6,Y,Gable,Normal,WD,0,7,943.0,100,1998,2008,1,0.0,0,0,192000
335,1619,167,None,3,2fmCon,TA,Gd,1249.0,147.0,ALQ,BLQ,2.0,0.0,TA,103.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,Gd,2,CBlock,2,Typ,529.0,2.0,TA,Fin,TA,Attchd,1786,0,GasA,Ex,1.5Fin,1,TA,HLS,Sev,164660,Corner,68.0,IR1,190,RL,0.0,None,Shed,8,Timber,0,6,5,Y,Gable,Normal,WD,0,7,1499.0,670,1965,2008,1,0.0,0,0,228950
336,1922,0,None,3,1Fam,TA,Gd,1249.0,0.0,GLQ,Unf,1.0,0.0,Ex,673.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,676.0,3.0,TA,Fin,TA,Attchd,1922,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,14157,Corner,86.0,IR1,20,RL,200.0,Stone,None,7,StoneBr,51,5,9,Y,Hip,Normal,WD,0,8,1922.0,178,2005,2007,1,0.0,1,1,377426
337,1536,0,None,3,1Fam,TA,Av,810.0,0.0,GLQ,Unf,1.0,0.0,Gd,726.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,532.0,2.0,TA,RFn,TA,Attchd,1536,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9135,Inside,70.0,Reg,20,RL,113.0,BrkFace,None,12,CollgCr,74,5,7,Y,Gable,Normal,WD,0,7,1536.0,192,2002,2008,1,0.0,1,1,214000
338,1621,0,None,3,1Fam,TA,Mn,213.0,0.0,ALQ,Unf,1.0,0.0,Gd,995.0,Y,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,None,None,0,CBlock,2,Typ,440.0,2.0,TA,RFn,TA,Attchd,1621,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14145,Corner,91.0,Reg,20,RL,0.0,None,Shed,5,NWAmes,45,7,7,Y,Gable,Normal,WD,0,8,1208.0,108,1984,2006,1,0.0,1,14,202500
339,1215,0,None,3,1Fam,Fa,No,585.0,0.0,Rec,Unf,0.0,0.0,TA,630.0,Y,Feedr,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,297.0,1.0,TA,Unf,TA,Attchd,1215,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12400,Inside,66.0,IR1,20,RL,176.0,BrkFace,None,6,NAmes,0,7,6,Y,Hip,Normal,WD,234,6,1215.0,0,1958,2009,1,0.0,1,40,155000
340,993,915,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,967.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,431.0,2.0,TA,Fin,TA,Attchd,1908,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14191,Inside,85.0,Reg,60,RL,0.0,None,None,4,Timber,0,5,8,Y,Gable,Normal,WD,0,9,967.0,135,2002,2010,1,0.0,0,0,202900
341,841,0,None,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,721.0,Y,Feedr,SBrkr,24,Fa,Fa,Wd Sdng,AsbShng,None,None,0,CBlock,1,Typ,294.0,1.0,TA,Unf,TA,CarPort,841,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8400,Inside,60.0,Reg,20,RH,0.0,None,None,9,SawyerW,0,4,4,N,Gable,Normal,WD,0,4,721.0,250,1950,2009,1,0.0,0,0,82000
342,1040,0,None,2,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,0.0,N,Norm,FuseA,0,TA,TA,Stucco,Stucco,None,None,0,Slab,2,Typ,400.0,2.0,TA,Unf,TA,Detchd,1040,0,Wall,Fa,1Story,2,TA,Lvl,Gtl,8544,Inside,68.0,Reg,90,RL,340.0,BrkFace,None,5,NAmes,0,4,3,Y,Gable,Normal,WD,0,6,0.0,0,1949,2006,1,0.0,1,1,87500
343,1684,0,None,2,TwnhsE,TA,No,28.0,0.0,GLQ,Unf,0.0,0.0,Ex,1656.0,Y,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,None,Ex,1,PConc,2,Typ,564.0,2.0,TA,RFn,TA,Attchd,1684,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,8849,Inside,63.0,IR1,120,RL,616.0,BrkFace,None,7,NridgHt,72,5,9,Y,Hip,Normal,WD,0,6,1684.0,495,2005,2008,1,0.0,0,0,266000
344,536,576,None,3,TwnhsE,TA,No,129.0,232.0,Rec,BLQ,0.0,0.0,Gd,175.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,None,0,CBlock,1,Typ,336.0,1.0,TA,Unf,TA,Attchd,1112,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2592,Inside,36.0,Reg,160,RM,0.0,None,None,4,MeadowV,0,3,5,Y,Gable,Normal,WD,0,4,536.0,182,1976,2010,1,0.0,0,0,85000
345,972,605,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,972.0,Y,RRAn,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,1,BrkTil,1,Typ,312.0,1.0,TA,Unf,TA,Detchd,1577,0,GasA,Gd,1.5Fin,1,Fa,Lvl,Gtl,6435,Inside,65.0,Reg,50,RL,0.0,None,None,10,BrkSide,0,5,6,Y,Gable,Normal,WD,0,6,972.0,0,1939,2006,1,0.0,1,11,140200
346,958,0,None,2,1Fam,TA,Mn,498.0,0.0,BLQ,Unf,0.0,0.0,TA,460.0,Y,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,301.0,1.0,TA,RFn,TA,Attchd,958,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12772,CulDSac,68.0,IR1,20,RL,0.0,None,Gar2,4,NAmes,0,8,6,Y,Hip,Normal,WD,0,5,958.0,0,1960,2007,1,0.0,1,38,151500
347,1478,0,None,3,1Fam,TA,No,1270.0,0.0,BLQ,Unf,1.0,0.0,TA,208.0,Y,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,2,CBlock,2,Typ,498.0,2.0,TA,Unf,TA,Attchd,1478,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,17600,Inside,68.0,IR1,20,RL,30.0,BrkFace,None,12,NAmes,40,5,6,Y,Gable,Normal,WD,0,6,1478.0,0,1960,2009,1,0.0,0,0,157500
